ISSN	CategoryName
1121-760X	生物学与生物化学
1611-4426	农业科学
1018-4813	分子生物学与遗传学
0014-2980	免疫学
0959-6801	经济与商业
0960-085X	计算机科学
1434-1948	化学
1354-0661	社会科学总论
1438-7697	农业科学
0309-0566	经济与商业
1469-0667	化学
0997-7538	工程学
0997-7546	工程学
0949-2321	临床医学
0223-5234	化学
1388-364X	社会科学总论
0935-1221	地球科学
1351-5101	神经系统学与行为学
0953-816X	神经系统学与行为学
1619-7070	临床医学
1436-6207	临床医学
0377-2217	工程学
1120-6721	临床医学
0909-8836	临床医学
1434-193X	化学
0141-5387	临床医学
1090-3798	神经系统学与行为学
1090-3801	神经系统学与行为学
0939-7248	临床医学
0340-6199	临床医学
0890-2070	精神病学与心理学
0928-0987	药理学和毒理学
0939-6411	药理学和毒理学
0014-2999	药理学和毒理学
0967-0262	植物学与动物学
0143-0807	物理学
0929-1873	植物学与动物学
0304-4130	社会科学总论
0932-4739	微生物学
0213-6163	精神病学与心理学
1015-5759	精神病学与心理学
0256-2928	精神病学与心理学
1101-1262	社会科学总论
0720-048X	临床医学
0046-2772	精神病学与心理学
1164-5563	农业科学
1351-0754	农业科学
1078-5884	临床医学
1612-4642	植物学与动物学
1350-5068	社会科学总论
0014-3022	神经系统学与行为学
0924-977X	神经系统学与行为学
1434-6001	物理学
1434-6028	物理学
1434-6044	物理学
1434-6060	物理学
1292-8941	物理学
1286-0042	物理学
0965-4313	社会科学总论
0014-3057	化学
0924-9338	精神病学与心理学
1016-9040	精神病学与心理学
0938-7994	临床医学
0903-1936	临床医学
0165-1587	经济与商业
1162-9088	精神病学与心理学
1461-6696	社会科学总论
0266-7215	社会科学总论
0940-6719	临床医学
0014-312X	临床医学
1465-1165	社会科学总论
0969-7764	社会科学总论
1569-9056	临床医学
0302-2838	临床医学
0163-2787	社会科学总论
0149-7189	社会科学总论
0193-841X	社会科学总论
1520-541X	植物学与动物学
1090-5138	精神病学与心理学
0014-3855	精神病学与心理学
1060-1538	社会科学总论
1063-6560	计算机科学
1522-0613	环境科学与生态学
0269-7653	环境科学与生态学
0014-3820	植物学与动物学
0014-4029	社会科学总论
1611-2156	化学
0091-6331	临床医学
1077-5552	免疫学
0361-073X	神经系统学与行为学
0014-4797	农业科学
0168-8162	植物学与动物学
0947-7349	生物学与生物化学
1064-1297	精神病学与心理学
1226-3613	生物学与生物化学
0014-4800	临床医学
0940-2993	药理学和毒理学
1341-1357	植物学与动物学
0922-6435	空间科学
1535-3702	临床医学
0014-4819	神经系统学与行为学
0014-4827	分子生物学与遗传学
0906-6705	临床医学
1386-4157	经济与商业
0014-4835	临床医学
0531-5565	临床医学
0891-6152	工程学
0301-472X	临床医学
0190-2148	临床医学
1058-6458	数学
0014-4851	工程学
0014-4886	神经系统学与行为学
0014-4894	微生物学
0958-0670	生物学与生物化学
1618-3169	精神病学与心理学
0732-8818	工程学
0894-1777	工程学
0723-4864	工程学
1471-2598	临床医学
1472-8214	药理学和毒理学
1354-3784	药理学和毒理学
1465-6566	药理学和毒理学
1354-3776	药理学和毒理学
1472-8222	药理学和毒理学
1473-7159	临床医学
1462-3994	临床医学
0957-4174	工程学
0266-4720	计算机科学
0014-4983	经济与商业
0723-0869	数学
1431-0651	微生物学
0950-222X	临床医学
0300-4430	精神病学与心理学
1082-3301	社会科学总论
1040-9289	社会科学总论
1751-7885	精神病学与心理学
1383-7427	社会科学总论
1087-3562	地球科学
1865-0473	地球科学
1794-6190	地球科学
2196-6311	地球科学
2190-4979	地球科学
1866-3508	地球科学
1755-6910	地球科学
1671-3664	工程学
2092-7614	工程学
2328-4277	环境科学与生态学
2079-7362	数学
1232-8855	社会科学总论
2068-651X	社会科学总论
1471-0153	精神病学与心理学
1064-0266	精神病学与心理学
1124-4909	精神病学与心理学
2073-106X	环境科学与生态学
1612-9202	环境科学与生态学
1936-0584	环境科学与生态学
1898-6196	环境科学与生态学
1476-945X	环境科学与生态学
1574-9541	环境科学与生态学
2045-7758	环境科学与生态学
1933-527X	经济与商业
0747-4938	经济与商业
1368-4221	经济与商业
1120-2890	经济与商业
1405-8421	社会科学总论
0313-5926	经济与商业
0424-267X	经济与商业
0812-0439	经济与商业
1331-677X	经济与商业
0953-5314	经济与商业
0939-3625	经济与商业
1035-3046	经济与商业
1570-677X	经济与商业
0954-1985	经济与商业
1545-2921	经济与商业
2254-4380	经济与商业
2160-5882	社会科学总论
1435-6104	经济与商业
1864-6042	经济与商业
2227-7099	经济与商业
2150-8925	环境科学与生态学
0256-0054	社会科学总论
1139-613X	社会科学总论
0104-4060	社会科学总论
1557-3060	社会科学总论
2154-1647	社会科学总论
0040-0912	社会科学总论
0748-8491	社会科学总论
1682-3206	社会科学总论
0965-0792	社会科学总论
1874-8597	社会科学总论
1741-1432	社会科学总论
0731-1745	社会科学总论
0013-1857	社会科学总论
0144-3410	精神病学与心理学
1747-938X	社会科学总论
0013-189X	社会科学总论
1303-0485	社会科学总论
0013-1954	社会科学总论
1300-1337	社会科学总论
1110-1768	农业科学
1687-1642	临床医学
1305-8282	临床医学
1507-2711	工程学
1868-2529	化学
1567-4223	经济与商业
1389-5753	经济与商业
2070-5948	数学
1072-6691	数学
2338-2287	数学
1446-4381	计算机科学
1537-9582	数学
1417-3875	数学
1935-7524	数学
1479-4403	社会科学总论
1019-6781	经济与商业
1738-8090	材料科学
1571-0661	计算机科学
2075-2180	计算机科学
1935-9179	数学
1942-9533	工程学
2079-9292	工程学
1392-1215	工程学
0932-383X	工程学
1811-5209	地球科学
1137-6821	临床医学
1826-9826	临床医学
1742-6731	临床医学
1566-0141	经济与商业
2222-1751	微生物学
2079-052X	农业科学
1754-0739	精神病学与心理学
1755-4586	社会科学总论
0377-7332	经济与商业
0276-2374	社会科学总论
0340-8744	经济与商业
1863-5407	环境科学与生态学
1871-5303	药理学和毒理学
1530-891X	临床医学
0423-104X	临床医学
2303-9027	临床医学
2364-3722	临床医学
0933-811X	临床医学
1996-1073	工程学
1754-5692	化学
0958-305X	社会科学总论
1570-646X	社会科学总论
1556-7036	工程学
1556-7249	工程学
2194-4288	工程学
0973-0826	工程学
1390-9363	工程学
0100-6916	农业科学
1413-4152	环境科学与生态学
1994-2060	工程学
0969-9988	工程学
1816-093X	工程学
1937-8629	工程学
2241-4487	工程学
1360-6743	社会科学总论
1175-8708	社会科学总论
0266-0784	社会科学总论
0172-8865	社会科学总论
0046-208X	社会科学总论
0425-0494	社会科学总论
0212-4521	社会科学总论
1751-7575	计算机科学
1875-9521	计算机科学
1947-5136	植物学与动物学
2194-6175	经济与商业
1099-4300	物理学
0324-8828	工程学
1610-3653	化学
1448-2517	环境科学与生态学
1752-4032	社会科学总论
1866-6280	环境科学与生态学
1350-4622	社会科学总论
1582-9596	环境科学与生态学
1747-7891	社会科学总论
1342-078X	临床医学
1476-069X	环境科学与生态学
2201-1919	社会科学总论
1939-4071	社会科学总论
1758-2229	环境科学与生态学
1756-932X	社会科学总论
1466-0466	社会科学总论
1944-7442	工程学
1748-9326	环境科学与生态学
2328-8930	环境科学与生态学
2051-8153	环境科学与生态学
2050-7887	环境科学与生态学
1755-4365	免疫学
1120-9763	社会科学总论
2045-7960	精神病学与心理学
1756-8935	分子生物学与遗传学
1559-2294	分子生物学与遗传学
1750-1911	分子生物学与遗传学
1535-7597	神经系统学与行为学
2040-7149	经济与商业
1300-199X	临床医学
0014-0015	地球科学
0014-0309	植物学与动物学
1612-9059	临床医学
0071-1365	生物学与生物化学
1736-4728	地球科学
1559-2723	植物学与动物学
0014-1496	社会科学总论
0718-5286	经济与商业
0210-9395	精神病学与心理学
0328-185X	社会科学总论
1370-0049	社会科学总论
1654-4951	社会科学总论
0892-6794	社会科学总论
1388-1957	社会科学总论
0935-7335	临床医学
1021-6790	社会科学总论
1468-7968	社会科学总论
2238-4782	环境科学与生态学
1466-1381	社会科学总论
1890-3991	社会科学总论
1305-8215	社会科学总论
1309-422X	经济与商业
1306-3057	化学
2149-5807	临床医学
1308-8734	临床医学
2148-3620	临床医学
1774-024X	临床医学
0963-8180	经济与商业
2190-9733	社会科学总论
1879-7296	临床医学
1566-7529	社会科学总论
0955-534X	经济与商业
1574-0196	社会科学总论
1350-293X	社会科学总论
1474-9041	社会科学总论
1354-7798	经济与商业
1878-7649	临床医学
2047-2404	临床医学
1879-4912	综合交叉学科
2000-7426	社会科学总论
1613-9372	临床医学
2192-9521	社会科学总论
1474-5151	临床医学
1477-3708	社会科学总论
1367-5494	社会科学总论
1396-5883	临床医学
0957-8811	社会科学总论
1740-5629	精神病学与心理学
0141-8211	社会科学总论
0969-9546	临床医学
0304-3797	社会科学总论
1382-5577	社会科学总论
1964-8189	工程学
1351-847X	经济与商业
1381-4788	临床医学
1618-7598	经济与商业
2047-9956	药理学和毒理学
1751-5254	工程学
1721-727X	免疫学
1876-3820	临床医学
0953-6205	临床医学
0938-5428	社会科学总论
1751-6757	经济与商业
0929-1261	经济与商业
1769-7212	分子生物学与遗传学
0301-2115	临床医学
1462-3889	临床医学
1756-2406	临床医学
1591-996X	临床医学
1973-9087	临床医学
0176-2680	经济与商业
0168-6577	社会科学总论
2047-4873	临床医学
1889-1861	精神病学与心理学
2000-8066	精神病学与心理学
2279-7254	地球科学
2147-9720	临床医学
1368-4310	社会科学总论
1369-1457	社会科学总论
0885-6257	社会科学总论
1746-1391	临床医学
2239-5938	环境科学与生态学
2118-9773	植物学与动物学
0261-9768	社会科学总论
1567-7133	社会科学总论
1863-9933	临床医学
0018-3768	材料科学
1359-432X	精神病学与心理学
0967-2567	经济与商业
0928-1371	社会科学总论
1351-5993	社会科学总论
0307-5400	社会科学总论
0263-2373	经济与商业
1740-4754	社会科学总论
1356-336X	社会科学总论
2102-6459	物理学
2190-5444	物理学
1951-6355	物理学
1755-7739	社会科学总论
1680-4333	社会科学总论
1612-9199	植物学与动物学
1128-3602	药理学和毒理学
1813-7253	临床医学
1361-4916	经济与商业
1046-3283	精神病学与心理学
1062-7987	社会科学总论
1618-4742	社会科学总论
1682-8631	临床医学
1825-3997	社会科学总论
1841-0413	精神病学与心理学
1560-7917	免疫学
1356-3890	社会科学总论
1744-2648	社会科学总论
1741-427X	临床医学
2041-9139	分子生物学与遗传学
2163-2480	数学
1752-4571	植物学与动物学
1176-9343	计算机科学
0071-3260	植物学与动物学
1474-7049	精神病学与心理学
1349-4961	经济与商业
0936-2835	社会科学总论
1304-0855	临床医学
1792-0981	临床医学
1474-0338	药理学和毒理学
1742-5247	药理学和毒理学
1746-0441	药理学和毒理学
1742-5255	药理学和毒理学
2167-8707	药理学和毒理学
1478-7210	药理学和毒理学
1473-7140	临床医学
1744-666X	免疫学
1751-2433	药理学和毒理学
1747-4124	临床医学
1747-4086	临床医学
1743-4440	临床医学
1473-7175	神经系统学与行为学
1473-7167	药理学和毒理学
1478-9450	生物学与生物化学
1747-6348	临床医学
1476-0584	免疫学
0812-3985	地球科学
2277-470X	植物学与动物学
1550-8307	临床医学
1788-618X	化学
1386-1999	数学
1542-2321	临床医学
0736-6825	临床医学
0172-9179	地球科学
0160-6379	社会科学总论
0014-729X	社会科学总论
0742-3225	临床医学
0263-2136	临床医学
0014-7370	精神病学与心理学
0197-6664	社会科学总论
1359-6640	化学
0014-8237	药理学和毒理学
0892-6638	生物学与生物化学
8756-758X	材料科学
1742-464X	生物学与生物化学
0014-5793	生物学与生物化学
2211-5463	生物学与生物化学
0014-9187	经济与商业
0959-3535	精神病学与心理学
1354-5701	经济与商业
0141-7789	社会科学总论
0046-3663	社会科学总论
0168-6496	微生物学
0378-1097	微生物学
0168-6445	微生物学
1567-1356	植物学与动物学
0731-5171	物理学
0015-0193	物理学
0015-0282	临床医学
1015-3837	临床医学
0177-7963	物理学
0146-8030	物理学
1229-9197	材料科学
0015-0541	化学
1230-3666	材料科学
0378-4290	农业科学
0015-1882	化学
0015-1920	经济与商业
0949-2984	经济与商业
0015-198X	经济与商业
0046-3892	经济与商业
0168-874X	工程学
1071-5797	数学
0308-0501	材料科学
0379-7112	工程学
0015-2684	材料科学
0143-5671	经济与商业
1050-4648	植物学与动物学
1467-2960	植物学与动物学
0388-788X	植物学与动物学
0920-1742	植物学与动物学
0969-997X	植物学与动物学
1054-6006	植物学与动物学
0165-7836	植物学与动物学
0919-9268	植物学与动物学
0363-2415	植物学与动物学
0090-0656	植物学与动物学
0367-326X	药理学和毒理学
0882-5734	农业科学
0015-363X	农业科学
0367-2530	植物学与动物学
0015-4040	植物学与动物学
0955-5986	工程学
1386-6184	工程学
0219-4775	物理学
0169-5983	工程学
0378-3812	化学
0015-4725	社会科学总论
1933-6934	分子生物学与遗传学
0015-511X	社会科学总论
0015-5497	生物学与生物化学
0015-5500	生物学与生物化学
1211-9520	植物学与动物学
0239-8508	生物学与生物化学
0168-647X	社会科学总论
0165-4004	社会科学总论
0015-5632	微生物学
0015-5659	植物学与动物学
1641-4640	神经系统学与行为学
0015-5683	微生物学
1021-7762	临床医学
0015-5713	植物学与动物学
0139-7893	植物学与动物学
0954-0105	农业科学
0960-3085	农业科学
0278-6915	农业科学
1064-590X	农业科学
0379-5721	农业科学
1032-5298	农业科学
0890-5436	农业科学
0308-8146	农业科学
0956-7135	农业科学
0268-005X	农业科学
0740-0020	农业科学
0306-9192	经济与商业
0950-3293	农业科学
0963-9969	农业科学
8755-9129	农业科学
1226-7708	农业科学
