"Ma, JZ; van Roekeghem, A; Richard, P; Liu, ZH; Miao, H; Zeng, LK; Xu, N; Shi, M; Cao, C; He, JB; Chen, GF; Sun, YL; Cao, GH; Wang, SC; Biermann, S; Qian, T; Ding, H","[Ma, J-Z.; van Roekeghem, A.; Richard, P.; Miao, H.; Zeng, L-K.; Chen, G-F.; Qian, T.; Ding, H.] Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; [Ma, J-Z.; van Roekeghem, A.; Richard, P.; Miao, H.; Zeng, L-K.; Chen, G-F.; Qian, T.; Ding, H.] Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; [van Roekeghem, A.; Biermann, S.] Ecole Polytech, Ctr Phys Theor, CNRS UMR7644, F-91128 Palaiseau, France; [Richard, P.; Chen, G-F.; Ding, H.] Collaborat Innovat Ctr Quantum Matter, Beijing, Peoples R China; [Liu, Z-H.; He, J-B.; Chen, G-F.; Wang, S-C.] Renmin Univ, Dept Phys, Beijing 100872, Peoples R China; [Xu, N.; Shi, M.] Paul Scherrer Inst, Swiss Light Source, CH-5232 Villigen, Switzerland; [Cao, C.] Hangzhou Normal Univ, Dept Phys, Condensed Matter Phys Grp, Hangzhou 310036, Zhejiang, Peoples R China; [Sun, Y-L.; Cao, G-H.] Zhejiang Univ, Dept Phys, Hangzhou 310027, Peoples R China; [Biermann, S.] Coll France, F-75005 Paris, France",0031-9007,2014,
"Wang, ZG; Theeuwes, J","[Wang, Zhiguo] Hangzhou Normal Univ, Ctr Cognit & Brain Disorders, Hangzhou, Zhejiang, Peoples R China; [Wang, Zhiguo; Theeuwes, Jan] Vrije Univ Amsterdam, Dept Cognit Psychol, Amsterdam, Netherlands",1932-6203,2014,
"Qu, YF; Zhao, Q; Lu, HL; Ji, X","[Qu, Yanfu; Zhao, Qun; Ji, Xiang] Nanjing Normal Univ, Coll Life Sci, Jiangsu Key Lab Biodivers & Biotechnol, Nanjing 210023, Jiangsu, Peoples R China; [Zhao, Qun; Lu, Hongliang] Hangzhou Normal Univ, Sch Life Sci, Hangzhou Key Lab Anim Adaptat & Evolut, Hangzhou 310036, Zhejiang, Peoples R China",2095-0357,2014,
"Du, Y; Lin, LH; Yao, YT; Lin, CX; Ji, X","[Du, Yu; Lin, Longhui; Yao, Yuntao] Hangzhou Normal Univ, Sch Life Sci, Hangzhou Key Lab Anim Adaptat & Evolut, Hangzhou 310036, Zhejiang, Peoples R China; [Du, Yu; Lin, Chixian] Qiongzhou Univ, Sch Life Sci, Hainan Key Lab Herpetol, Sanya 572022, Hainan, Peoples R China; [Ji, Xiang] Nanjing Normal Univ, Coll Life Sci, Jiangsu Key Lab Biodivers & Biotechnol, Nanjing 210046, Jiangsu, Peoples R China",2095-0357,2014,
"Wang, Z; Lin, LH; Ji, X","[Wang, Zheng] Nanjing Forestry Univ, Coll Biol & Environm Sci, Nanjing 210037, Jiangsu, Peoples R China; [Wang, Zheng; Ji, Xiang] Nanjing Normal Univ, Coll Life Sci, Jiangsu Key Lab Biodivers & Biotechnol, Nanjing 210023, Jiangsu, Peoples R China; [Lin, Longhui] Hangzhou Normal Univ, Sch Life Sci, Hangzhou Key Lab Anim Adaptat & Evolut, Hangzhou 310036, Zhejiang, Peoples R China",2095-0357,2014,
"Yu, WW; Lu, Z; Zhang, H; Kang, YH; Mao, Y; Wang, HH; Ge, WH; Shi, LY","[Yu, Wen-wen; Lu, Zhe; Zhang, Hang; Kang, Yan-hua; Mao, Yun; Wang, Huan-huan; Shi, Li-yun] Hangzhou Normal Univ, Sch Med, Key Lab Inflammat & Immunoregulat, Hangzhou 310036, Zhejiang, Peoples R China; [Yu, Wen-wen; Ge, Wei-hong] Zhejiang Chinese Med Univ, Coll Pharmaceut Sci, Hangzhou 310053, Zhejiang, Peoples R China",0021-8561,2014,
"Ablikim, M; Achasov, MN; Ai, XC; Albayrak, O; Albrecht, M; Ambrose, DJ; Amoroso, A; An, FF; An, Q; Bai, JZ; Ferroli, RB; Ban, Y; Bennett, DW; Bennett, JV; Bertani, M; Bettoni, D; Bian, JM; Bianchi, F; Boger, E; Bondarenko, O; Boyko, I; Briere, RA; Cai, H; Cai, X; Cakir, O; Calcaterra, A; Cao, GF; Cetin, SA; Chang, JF; Chelkov, G; Chen, G; Chen, HS; Chen, HY; Chen, JC; Chen, ML; Chen, SJ; Chen, X; Chen, XR; Chen, YB; Cheng, HP; Chu, XK; Chu, YP; Cibinetto, G; Cronin-Hennessy, D; Dai, HL; Dai, JP; Dedovich, D; Deng, ZY; Denig, A; Denysenko, I; Destefanis, M; De Mori, F; Ding, Y; Dong, C; Dong, J; Dong, LY; Dong, MY; Du, SX; Duan, PF; Fan, JZ; Fang, J; Fang, SS; Fang, X; Fang, Y; Fava, L; Feldbauer, F; Felici, G; Feng, CQ; Fioravanti, E; Fu, CD; Gao, Q; Gao, Y; Garzia, I; Goetzen, K; Gong, WX; Gradl, W; Greco, M; Gu, MH; Gu, YT; Guan, YH; Guo, AQ; Guo, LB; Guo, T; Guo, Y; Guo, YP; Haddadi, Z; Hafner, A; Han, S; Han, YL; Harris, FA; He, KL; He, ZY; Held, T; Heng, YK; Hou, ZL; Hu, C; Hu, HM; Hu, JF; Hu, T; Hu, Y; Huang, GM; Huang, GS; Huang, HP; Huang, JS; Huang, XT; Huang, Y; Hussain, T; Ji, Q; Ji, QP; Ji, XB; Ji, XL; Jiang, LL; Jiang, LW; Jiang, XS; Jiao, JB; Jiao, Z; Jin, DP; Jin, S; Johansson, T; Julin, A; Kalantar-Nayestanaki, N; Kang, XL; Kang, XS; Kavatsyuk, M; Ke, BC; Kliemt, R; Kloss, B; Kolcu, OB; Kopf, B; Kornicer, M; Kuehn, W; Kupsc, A; Lai, W; Lange, JS; Lara, M; Larin, P; Li, CH; Li, C; Li, DM; Li, F; Li, G; Li, HB; Li, JC; Li, J; Li, K; Li, K; Li, PR; Li, T; Li, WD; Li, WG; Li, XL; Li, XM; Li, XN; Li, XQ; Li, ZB; Liang, H; Liang, YF; Liang, YT; Liao, GR; Lin, DX; Liu, BJ; Liu, CL; Liu, CX; Liu, FH; Liu, F; Liu, F; Liu, HB; Liu, HH; Liu, HH; Liu, HM; Liu, J; Liu, JP; Liu, JY; Liu, K; Liu, KY; Liu, LD; Liu, Q; Liu, SB; Liu, X; Liu, XX; Liu, YB; Liu, ZA; Liu, ZQ; Liu, ZQ; Loehner, H; Lou, XC; Lu, HJ; Lu, JG; Lu, RQ; Lu, Y; Lu, YP; Luo, CL; Luo, MX; Luo, T; Luo, XL; Lv, M; Lyu, XR; Ma, FC; Ma, HL; Ma, LL; Ma, QM; Ma, S; Ma, T; Ma, XN; Ma, XY; Maas, FE; Maggiora, M; Malik, QA; Mao, YJ; Mao, ZP; Marcello, S; Messchendorp, JG; Min, J; Min, TJ; Mitchell, RE; Mo, XH; Mo, YJ; Moeini, H; Morales, CM; Moriya, K; Muchnoi, NY; Muramatsu, H; Nefedov, Y; Nerling, F; Nikolaev, IB; Ning, Z; Nisar, S; Niu, SL; Niu, XY; Olsen, SL; Ouyang, Q; Pacetti, S; Patteri, P; Pelizaeus, M; Peng, HP; Peters, K; Ping, JL; Ping, RG; Poling, R; Pu, YN; Qi, M; Qian, S; Qiao, CF; Qin, LQ; Qin, N; Qin, XS; Qin, Y; Qin, ZH; Qiu, JF; Rashid, KH; Redmer, CF; Ren, HL; Ripka, M; Rong, G; Ruan, XD; Santoro, V; Sarantsev, A; Savrie, M; Schoenning, K; Schumann, S; Shan, W; Shao, M; Shen, CP; Shen, PX; Shen, XY; Sheng, HY; Shepherd, MR; Song, WM; Song, XY; Sosio, S; Spataro, S; Spruck, B; Sun, GX; Sun, JF; Sun, SS; Sun, YJ; Sun, YZ; Sun, ZJ; Sun, ZT; Tang, CJ; Tang, X; Tapan, I; Thorndike, EH; Tiemens, M; Toth, D; Ullrich, M; Uman, I; Varner, GS; Wang, B; Wang, BL; Wang, D; Wang, DY; Wang, K; Wang, LL; Wang, LS; Wang, M; Wang, P; Wang, PL; Wang, QJ; Wang, SG; Wang, W; Wang, XF; Wang, YD; Wang, YF; Wang, YQ; Wang, Z; Wang, ZG; Wang, ZH; Wang, ZY; Wei, DH; Wei, JB; Weidenkaff, P; Wen, SP; Wiedner, U; Wolke, M; Wu, LH; Wu, Z; Xia, LG; Xia, Y; Xiao, D; Xiao, ZJ; Xie, YG; Xiu, QL; Xu, GF; Xu, L; Xu, QJ; Xu, QN; Xu, XP; Yan, L; Yan, WB; Yan, WC; Yan, YH; Yang, HX; Yang, L; Yang, Y; Yang, YX; Ye, H; Ye, M; Ye, MH; Yin, JH; Yu, BX; Yu, CX; Yu, HW; Yu, JS; Yuan, CZ; Yuan, WL; Yuan, Y; Yuncu, A; Zafar, AA; Zallo, A; Zeng, Y; Zhang, BX; Zhang, BY; Zhang, C; Zhang, CC; Zhang, DH; Zhang, HH; Zhang, HY; Zhang, JJ; Zhang, JL; Zhang, JQ; Zhang, JW; Zhang, JY; Zhang, JZ; Zhang, K; Zhang, L; Zhang, SH; Zhang, XJ; Zhang, XY; Zhang, Y; Zhang, YH; Zhang, ZH; Zhang, ZP; Zhang, ZY; Zhao, G; Zhao, JW; Zhao, JY; Zhao, JZ; Zhao, L; Zhao, L; Zhao, MG; Zhao, Q; Zhao, QW; Zhao, SJ; Zhao, TC; Zhao, YB; Zhao, ZG; Zhemchugov, A; Zheng, B; Zheng, JP; Zheng, WJ; Zheng, YH; Zhong, B; Zhou, L; Zhou, L; Zhou, X; Zhou, XK; Zhou, XR; Zhou, XY; Zhu, K; Zhu, KJ; Zhu, S; Zhu, XL; Zhu, YC; Zhu, YS; Zhu, ZA; Zhuang, J; Zou, BS; Zou, JH","[Ablikim, M.; Ai, X. C.; An, F. F.; Bai, J. Z.; Cai, X.; Cao, G. F.; Chang, J. F.; Chen, G.; Chen, H. S.; Chen, J. C.; Chen, M. L.; Chen, X.; Chen, Y. B.; Chu, Y. P.; Dai, H. L.; Deng, Z. Y.; Dong, J.; Dong, L. Y.; Dong, M. Y.; Duan, P. F.; Fang, J.; Fang, S. S.; Fang, Y.; Fu, C. D.; Gao, Q.; Gong, W. X.; Gu, M. H.; Guan, Y. H.; Guo, A. Q.; Guo, Y.; Han, Y. L.; He, K. L.; Heng, Y. K.; Hou, Z. L.; Hu, H. M.; Hu, T.; Hu, Y.; Ji, Q.; Ji, X. B.; Ji, X. L.; Jiang, L. L.; Jiang, X. S.; Jin, D. P.; Jin, S.; Kang, X. L.; Lai, W.; Li, C. H.; Li, F.; Li, G.; Li, H. B.; Li, J. C.; Li, W. D.; Li, W. G.; Li, X. N.; Liu, B. J.; Liu, C. X.; Liu, Fang; Liu, H. H.; Liu, H. M.; Liu, J.; Liu, J. Y.; Liu, Z. A.; Liu, Zhiqiang; Lou, X. C.; Lu, J. G.; Lu, Y.; Lu, Y. P.; Luo, X. L.; Lv, M.; Ma, H. L.; Ma, Q. M.; Ma, S.; Ma, T.; Ma, X. Y.; Mao, Z. P.; Min, J.; Min, T. J.; Mo, X. H.; Ning, Z.; Niu, S. L.; Niu, X. Y.; Ouyang, Q.; Ping, R. G.; Qian, S.; Qin, X. S.; Qin, Z. H.; Qiu, J. F.; Rong, G.; Shen, X. Y.; Sheng, H. Y.; Song, W. M.; Song, X. Y.; Sun, G. X.; Sun, S. S.; Sun, Y. Z.; Sun, Z. J.; Tang, X.; Wang, K.; Wang, L. L.; Wang, L. S.; Wang, P.; Wang, P. L.; Wang, Q. J.; Wang, W.; Wang, Y. F.; Wang, Z.; Wang, Z. G.; Wang, Z. Y.; Wen, S. P.; Wu, L. H.; Wu, Z.; Xiao, D.; Xie, Y. G.; Xiu, Q. L.; Xu, G. F.; Xu, L.; Yang, H. X.; Ye, H.; Ye, M.; Yin, J. H.; Yu, B. X.; Yuan, C. Z.; Yuan, Y.; Zhang, B. X.; Zhang, B. Y.; Zhang, C. C.; Zhang, D. H.; Zhang, H. Y.; Zhang, J. J.; Zhang, J. L.; Zhang, J. Q.; Zhang, J. W.; Zhang, J. Y.; Zhang, J. Z.; Zhang, K.; Zhang, L.; Zhang, S. H.; Zhang, X. Y.; Zhang, Y.; Zhang, Z. Y.; Zhao, G.; Zhao, J. W.; Zhao, J. Y.; Zhao, Lei; Zhao, M. G.; Zhao, Q.; Zhao, S. J.; Zhao, T. C.; Zheng, B.; Zhong, B.; Zhou, X. R.; Zhou, X. Y.; Zhu, K.; Zhu, K. J.; Zhu, Y. C.; Zhu, Y. S.; Zhu, Z. A.; Zhuang, J.; Zou, B. S.; Zou, J. H.] Inst High Energy Phys, Beijing 100049, Peoples R China; [Chen, H. Y.; Shen, C. P.] Beihang Univ, Beijing 100191, Peoples R China; [Albrecht, M.; Held, T.; Kopf, B.; Pelizaeus, M.; Wiedner, U.] Ruhr Univ Bochum, D-44780 Bochum, Germany; [Albayrak, O.; Bennett, J. V.; Briere, R. A.; Ke, B. C.; Liu, C. L.] Carnegie Mellon Univ, Pittsburgh, PA 15213 USA; [Huang, G. M.; Liu, Feng; Mo, Y. J.; Yang, Y.; Zhang, Y. H.] Cent China Normal Univ, Wuhan 430079, Peoples R China; [Ye, M. H.] China Ctr Adv Sci & Technol, Beijing 100190, Peoples R China; [Nisar, S.] Inst Informat Technol, COMSATS, Lahore 54000, Pakistan; [Achasov, M. N.; Muchnoi, N. Yu.; Nikolaev, I. B.] GI Budker Inst Nucl Phys SB RAS BINP, Novosibirsk 630090, Russia; [Goetzen, K.; Peters, K.] Heavy Ion Res GmbH, GSI Helmholtzctr, D-64291 Darmstadt, Germany; [Liao, G. R.; Wei, D. H.; Yang, Y. X.] Guangxi Normal Univ, Guilin 541004, Peoples R China; [Gu, Y. T.; Li, X. M.; Liu, H. B.; Ruan, X. D.] Guangxi Univ, Nanning 530004, Peoples R China; [Li, K.; Xu, Q. J.] Hangzhou Normal Univ, Hangzhou 310036, Zhejiang, Peoples R China; [Kliemt, R.; Larin, P.; Lin, D. X.; Maas, F. E.; Morales, C. Morales; Nerling, F.] Helmholtz Inst Mainz, D-55099 Mainz, Germany; [Huang, J. S.; Sun, J. F.] Henan Normal Univ, Xinxiang 453007, Peoples R China; [Liu, H. H.] Henan Univ Sci & Technol, Luoyang 471003, Peoples R China; [Cheng, H. P.; Jiao, Z.; Lu, H. J.] Huangshan Coll, Huangshan 245000, Peoples R China; [Lu, R. Q.; Pu, Y. N.; Ren, H. L.; Xia, Y.; Yan, Y. H.; Zeng, Y.] Hunan Univ, Changsha 410082, Hunan, Peoples R China; [Bennett, D. W.; Lara, M.; Mitchell, R. E.; Moriya, K.; Shepherd, M. R.; Sun, Z. T.] Indiana Univ, Bloomington, IN 47405 USA; [Ferroli, R. Baldini; Bertani, M.; Calcaterra, A.; Felici, G.; Patteri, P.; Wang, Y. D.; Zallo, A.] Ist Nazl Fis Nucl, Lab Nazl Frascati, I-00044 Frascati, Italy; [Pacetti, S.] Ist Nazl Fis Nucl, I-06100 Perugia, Italy; [Pacetti, S.] Univ Perugia, I-06100 Perugia, Italy; [Bettoni, D.; Cibinetto, G.; Fioravanti, E.; Garzia, I.; Santoro, V.] Ist Nazl Fis Nucl, Sez Ferrara, I-44122 Ferrara, Italy; [Savrie, M.] Univ Ferrara, I-44122 Ferrara, Italy; [Denig, A.; Feldbauer, F.; Gradl, W.; Guo, Y. P.; Hafner, A.; Kloss, B.; Liu, Zhiqing; Redmer, C. F.; Ripka, M.; Schumann, S.; Wang, Y. Q.; Weidenkaff, P.] Johannes Gutenberg Univ Mainz, D-55099 Mainz, Germany; [Boger, E.; Boyko, I.; Chelkov, G.; Dedovich, D.; Denysenko, I.; Nefedov, Y.; Sarantsev, A.; Zhao, Z. G.] Joint Inst Nucl Res, Dubna 141980, Moscow Region, Russia; [Kuehn, W.; Lange, J. S.; Liang, Y. T.; Spruck, B.; Ullrich, M.] Univ Giessen, Inst Phys 2, D-35392 Giessen, Germany; [Bondarenko, O.; Haddadi, Z.; Han, S.; Kalantar-Nayestanaki, N.; Kavatsyuk, M.; Loehner, H.; Messchendorp, J. G.; Moeini, H.; Tiemens, M.] Univ Groningen, KVI CART, NL-9747 AA Groningen, Netherlands; [Chen, X. R.; Liu, X.; Yu, J. S.] Lanzhou Univ, Lanzhou 730000, Peoples R China; [Ding, Y.; Liu, K. Y.; Ma, F. C.] Liaoning Univ, Shenyang 110036, Peoples R China; [Guo, L. B.; Guo, T.; Hu, C.; Luo, C. L.; Ping, J. L.; Xiao, Z. J.; Zheng, Y. H.] Nanjing Normal Univ, Nanjing 210023, Jiangsu, Peoples R China; [Chen, S. J.; Huang, Y.; Qi, M.; Yuan, W. L.; Zhang, C.] Nanjing Univ, Nanjing 210093, Jiangsu, Peoples R China; [Dong, C.; He, Z. Y.; Ji, Q. P.; Kang, X. S.; Li, X. Q.; Liu, Y. B.; Ma, X. N.; Shen, P. X.; Wang, B.; Yu, C. X.; Zhao, Ling; Zhou, L.] Nankai Univ, Tianjin 300071, Peoples R China; [Ban, Y.; Chu, X. K.; Liu, L. D.; Mao, Y. J.; Qin, Y.; Shan, W.; Wang, D.; Wang, D. Y.; Wang, S. G.; Wei, J. B.; Yu, H. W.] Peking Univ, Beijing 100871, Peoples R China; [Li, Jin; Olsen, S. L.] Seoul Natl Univ, Seoul 151747, South Korea; [Huang, X. T.; Jiao, J. B.; Li, K.; Li, T.; Li, X. L.; Ma, L. L.; Qin, L. Q.; Wang, M.; Zhang, X. J.; Zheng, J. P.] Shandong Univ, Jinan 250100, Peoples R China; [Dai, J. P.] Shanghai Jiao Tong Univ, Shanghai 200240, Peoples R China; Shanxi Univ, Taiyuan 030006, Peoples R China; [Liang, Y. F.; Liu, F. H.; Tang, C. J.] Sichuan Univ, Chengdu 610064, Peoples R China; [Xu, X. P.] Soochow Univ, Suzhou 215006, Peoples R China; [Li, Z. B.; Zhang, H. H.] Sun Yat Sen Univ, Guangzhou 510275, Guangdong, Peoples R China; [Fan, J. Z.; Gao, Y.; Liu, K.; Wang, X. F.; Xia, L. G.; Zhu, S.] Tsinghua Univ, Beijing 100084, Peoples R China; [Cakir, O.] Ankara Univ, TR-06100 Ankara, Turkey; [Cetin, S. A.; Kolcu, O. B.; Uman, I.; Yuncu, A.] Dogus Univ, TR-34722 Istanbul, Turkey; [Tapan, I.] Uludag Univ, TR-16059 Bursa, Turkey; [Li, P. R.; Liu, Q.; Liu, X. X.; Lyu, X. R.; Qiao, C. F.; Wang, B. L.; Xu, Q. N.; Zheng, W. J.] Univ Chinese Acad Sci, Beijing 100049, Peoples R China; [Harris, F. A.; Kornicer, M.; Luo, T.; Varner, G. S.] Univ Hawaii, Honolulu, HI 96822 USA; [Bian, J. M.; Cronin-Hennessy, D.; Julin, A.; Muramatsu, H.; Poling, R.; Toth, D.] Univ Minnesota, Minneapolis, MN 55455 USA; [Ambrose, D. J.; Thorndike, E. H.] Univ Rochester, Rochester, NY 14627 USA; [An, Q.; Fang, X.; Feng, C. Q.; Huang, G. S.; Li, Cheng; Liang, H.; Liu, S. B.; Peng, H. P.; Shao, M.; Sun, Y. J.; Wang, Z. H.; Yan, L.; Yan, W. B.; Yan, W. C.; Zhang, Z. H.; Zhao, J. Z.; Zhao, Y. B.; Zhou, X.; Zhou, X. K.; Zhu, X. L.] Univ Sci & Technol China, Hefei 230026, Peoples R China; [Zhemchugov, A.] Univ South China, Hengyang 421001, Peoples R China; [Hussain, T.; Malik, Q. A.; Rashid, K. H.; Zafar, A. A.] Univ Punjab, Lahore 54590, Pakistan; [Amoroso, A.; Bianchi, F.; Destefanis, M.; De Mori, F.; Fava, L.; Greco, M.; Hu, J. F.; Maggiora, M.; Marcello, S.; Sosio, S.; Spataro, S.] Univ Turin, I-10125 Turin, Italy; Univ Piemonte Orientale, I-15121 Alessandria, Italy; [Bianchi, F.; Destefanis, M.; De Mori, F.; Fava, L.; Greco, M.; Maggiora, M.; Marcello, S.; Sosio, S.; Spataro, S.] Ist Nazl Fis Nucl, I-10125 Turin, Italy; [Johansson, T.; Kupsc, A.; Schoenning, K.; Wolke, M.] Uppsala Univ, SE-75120 Uppsala, Sweden; [Cai, H.; Huang, H. P.; Jiang, L. W.; Liu, J. P.; Qin, N.; Yang, L.; Zhang, Z. P.; Zhou, Li] Wuhan Univ, Wuhan 430072, Peoples R China; [Luo, M. X.] Zhejiang Univ, Hangzhou 310027, Zhejiang, Peoples R China; [Du, S. X.; Li, D. M.; Zhao, Q. W.] Zhengzhou Univ, Zhengzhou 450001, Peoples R China; [Achasov, M. N.; Muchnoi, N. Yu.; Nikolaev, I. B.] Novosibirsk State Univ, Novosibirsk 630090, Russia; [Boger, E.; Chelkov, G.; Zhao, Z. G.] Moscow Inst Phys & Technol, Moscow 141700, Russia; [Chelkov, G.] Tomsk State Univ, Funct Elect Lab, Tomsk 634050, Russia; [Lou, X. C.] Univ Texas Dallas, Richardson, TX 75083 USA; [Sarantsev, A.] PNPI, Gatchina 188300, Russia; [Yuncu, A.] Bogazici Univ, TR-34342 Istanbul, Turkey; [Kolcu, O. B.] Istanbul Arel Univ, Istanbul, Turkey",1550-7998,2014,
"Zhou, FY; Li, SJ; Cook, TR; He, ZL; Stang, PJ","[Zhou, Fengyan] Zaozhuang Univ, Coll Mat Chem & Chem Engn, Zaozhuang 277160, Peoples R China; [Zhou, Fengyan; Li, Shijun; Cook, Timothy R.; He, Zuoli; Stang, Peter J.] Univ Utah, Dept Chem, Salt Lake City, UT 84112 USA; [Li, Shijun] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China",0276-7333,2014,
"Li, XM; Bi, G","[Li, Xiumei] Hangzhou Normal Univ, Sch Informat Sci & Engn, Hangzhou 311121, Zhejiang, Peoples R China; [Bi, Guoan] Nanyang Technol Univ, Sch Elect & Elect Engn, Singapore 639798, Singapore",1687-6180,2014,
"Zheng, LS; Wei, YL; Jiang, KZ; Deng, Y; Zheng, ZJ; Xu, LW","[Zheng, Long-Sheng; Wei, Yun-Long; Jiang, Ke-Zhi; Deng, Yuan; Zheng, Zhan-Jiang; Xu, Li-Wen] Hangzhou Normal Univ, Minist Educ, Key Lab Organosilicon Chem & Mat Technol, Hangzhou, Zhejiang, Peoples R China; [Xu, Li-Wen] Shaanxi Normal Univ, Minist Educ MOE, Key Lab Appl Surface & Colloid Chem, Xian 710062, Peoples R China; [Xu, Li-Wen] Shaanxi Normal Univ, Sch Chem & Chem Engn, Xian 710062, Peoples R China",1615-4150,2014,
